"Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","Year_Drafted","Team","Win_Perc","Year_Debut","Round_Drafted_1","Round_Drafted_2","Round_Drafted_3","Round_Drafted_4","Round_Drafted_5","Round_Drafted_6","Round_Drafted_7","Round_Drafted_8","Round_Drafted_10","Round_Drafted_Undrafted","Position_Center","Position_Point guard","Position_Power forward","Position_Shooting guard","Position_Small forward"
"Jacque Vaughn",45,9.3,3.1,1,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0,1.2,1,1997,"Utah Jazz",0.756,1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chris Garner",38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,0,1997,"Toronto Raptors",0.195,1997,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Chris Crawford",40,6.4,3.8,1.2,2.8,41.8,0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1,0.2,0.3,0.2,0.5,1,1997,"Atlanta Hawks",0.61,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Anthony Parker",37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65,0.2,0.5,0.7,0.5,0.3,0.1,0.3,1,1997,"Brooklyn Nets",0.524,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Allen Iverson*",76,40.1,23.5,8.2,19.8,41.6,2,6,34.1,5,7.2,70.2,1.5,2.6,4.1,7.5,2.1,0.3,4.4,1,1996,"Philadelphia 76ers",0.268,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Kerry Kittles",82,36.7,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3,1.9,0.4,1.6,1,1996,"Brooklyn Nets",0.317,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Antoine Walker",82,36.2,17.5,7,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,1.3,0.7,2.8,1,1996,"Boston Celtics",0.183,1996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Shareef Abdur-Rahim",80,35,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1,1,2.8,1,1996,"Vancouver Grizzlies",0.171,1996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Stephon Marbury",67,34.7,15.8,5.3,13,40.8,1.5,4.3,35.4,3.7,5,72.7,0.8,1.9,2.7,7.8,1,0.3,3.1,1,1996,"Milwaukee Bucks",0.402,1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ray Allen",82,30.9,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,0.9,0.1,1.8,1,1996,"Minnesota Timberwolves",0.488,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Marcus Camby",63,30.1,14.8,6,12.3,48.2,0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,1.1,2.1,2.1,1,1996,"Toronto Raptors",0.366,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Matt Maloney",82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1,0,1.5,1,1995,"Houston Rockets",0.695,1996,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Lorenzen Wright",77,25.1,7.3,3.1,6.4,48.1,0,0.1,25,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1,1,1996,"Los Angeles Clippers",0.439,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"K.J. McDaniels",62,21.8,7.9,2.8,7,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1,2.2,3.2,1.2,0.7,1.1,1.7,0,2014,"Philadelphia 76ers",0.22,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Dean Garrett",68,24.5,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,1,1988,"Phoenix Suns",0.671,1988,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Chris Robinson",41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,0,1996,"Vancouver Grizzlies",0.171,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Shandon Anderson",65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,1,1996,"Utah Jazz",0.78,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Travis Knight",71,16.3,4.8,2,3.9,50.9,0,0,0,0.9,1.4,62,1.8,2.7,4.5,0.5,0.4,0.8,0.7,1,1996,"Los Angeles Lakers",0.683,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kobe Bryant",71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1,1996,"Charlotte Hornets",0.659,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Randy Livingston",64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,0.6,0.2,1.6,1,1996,"Houston Rockets",0.695,1996,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Othella Harrington",57,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1,1,1996,"Houston Rockets",0.695,1996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Erick Dampier",72,14.6,5.1,1.8,4.7,39,0,0,100,1.5,2.3,63.7,1.3,2.8,4.1,0.6,0.3,1,1.2,1,1996,"Indiana Pacers",0.476,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rodney Hood",50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.6,0.2,0.9,0,2014,"Utah Jazz",0.463,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tony Delk",61,14.2,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,1,1996,"Charlotte Hornets",0.659,1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Samaki Walker",43,14,5,1.9,4.3,44.4,0,0,0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,1,1996,"Dallas Mavericks",0.293,1996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Todd Fuller",75,12.7,4.1,1.5,3.5,42.9,0,0,0,1,1.5,69.1,1.4,1.9,3.3,0.3,0.1,0.3,0.7,1,1996,"Golden State Warriors",0.366,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"John Wallace",68,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,1,1996,"New York Knicks",0.695,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Derek Fisher",80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,1,1996,"Los Angeles Lakers",0.683,1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ray Owes",57,10.4,3.1,1.3,3.2,41.7,0,0.1,20,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,0,1995,"Golden State Warriors",0.366,1996,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Jermaine O'Neal",45,10.2,4.1,1.5,3.4,45.1,0,0,0,1,1.7,60.3,0.9,1.9,2.8,0.2,0,0.6,0.6,1,1996,"Portland Trail Blazers",0.598,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Malik Rose",54,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.5,0.3,0.8,1,1996,"Charlotte Hornets",0.659,1996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Brett Szabo",70,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,0,1991,"Boston Celtics",0.183,1996,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Jerami Grant",65,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3,59.1,0.8,2.3,3,1.2,0.6,1.1,1.3,0,2014,"Philadelphia 76ers",0.22,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Darvin Ham",36,8.8,2.3,0.9,1.7,53.2,0,0,0,0.5,1,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,1,1996,"Denver Nuggets",0.256,1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Steve Hamer",35,7.7,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,0,1996,"Boston Celtics",0.183,1996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Walter McCarty",35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1,1996,"New York Knicks",0.695,1996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Priest Lauderdale",35,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0,0.3,1.1,0,1996,"Atlanta Hawks",0.683,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Damon Stoudamire",70,40.9,19,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4,9.3,1.4,0.3,3.8,1,1995,"Toronto Raptors",0.256,1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Michael Finley",82,39.2,15,5.7,11.9,47.6,0.7,2.3,32.8,3,3.9,74.9,1.7,2.9,4.6,3.5,1,0.4,1.6,1,1995,"Phoenix Suns",0.5,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jerry Stackhouse",72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,1,1995,"Philadelphia 76ers",0.22,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Joe Smith",82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1,1,1.6,1.7,1,1995,"Golden State Warriors",0.439,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bryant Reeves",77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,1,1995,"Vancouver Grizzlies",0.183,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tyus Edney",80,31,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0,2.4,0,1995,"Sacramento Kings",0.476,1995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Antonio McDyess",76,30,13.4,5.6,11.6,48.5,0,0.1,0,2.2,3.2,68.3,3,4.5,7.5,1,0.7,1.5,2,1,1995,"Los Angeles Clippers",0.354,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kevin Garnett",80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,6.3,1.8,1.1,1.6,1.4,1,1995,"Minnesota Timberwolves",0.317,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Rasheed Wallace",65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65,1.4,3.2,4.7,1.3,0.7,0.8,1.6,1,1995,"Washington Wizards",0.476,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Brent Barry",79,24,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81,0.5,1.6,2.1,2.9,1.2,0.3,1.5,1,1995,"Denver Nuggets",0.427,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Eric Williams",64,23,10.7,3.8,8.5,44.1,0,0.2,30,3.1,4.7,67.1,1.4,2,3.4,1.1,0.9,0.2,1.4,1,1995,"Boston Celtics",0.402,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kurt Thomas",74,22.4,9,3.7,7.4,50.1,0,0,0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,1,1995,"Miami Heat",0.512,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ashraf Amaya",54,20.4,6.3,2.2,4.7,48,0,0,0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,0,1993,"Vancouver Grizzlies",NA,1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Alan Henderson",79,17.9,6.4,2.4,5.5,44.2,0,0,0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,1,1995,"Atlanta Hawks",0.561,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gary Trent",69,17.7,7.5,3.2,6.2,51.3,0,0.1,0,1.1,2,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,1,1995,"Milwaukee Bucks",0.305,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Loren Meyer",72,17.6,5,2,4.6,43.9,0,0.2,27.3,1,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,0,1995,"Dallas Mavericks",0.317,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Theo Ratliff",75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,1,1995,"Detroit Pistons",0.561,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Anthony Goldwire",42,14.8,5.5,1.8,4.5,40.2,0.8,2,39.8,1.1,1.4,76.7,0.2,0.8,1,2.7,0.4,0,1.5,1,1994,"Phoenix Suns",0.72,1994,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bob Sura",79,14.6,5.3,1.9,4.6,41.1,0.3,1,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,1,1995,"Cleveland Cavaliers",0.573,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Don Reid",69,14.4,3.8,1.5,2.7,56.7,0,0,0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,1,1995,"Detroit Pistons",0.561,1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jimmy King",62,14,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1,0,1995,"Toronto Raptors",0.256,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Shawn Respert",62,13.6,4.9,1.8,4.7,38.7,0.7,2,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,0,1995,"Portland Trail Blazers",0.537,1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Shabazz Napier",51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,0.8,0.1,1.6,0,2014,"Charlotte Hornets",0.402,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cherokee Parks",64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1,66.1,1,2.3,3.4,0.5,0.4,0.5,0.5,1,1995,"Dallas Mavericks",0.317,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lawrence Moten",44,13,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1,0,1995,"Vancouver Grizzlies",0.183,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Greg Ostertag",57,11.6,3.6,1.5,3.2,47.3,0,0,0,0.6,0.9,66.7,1,2.1,3.1,0.1,0.1,1.1,0.4,1,1995,"Utah Jazz",0.671,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Corliss Williamson",53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,1,1995,"Sacramento Kings",0.476,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Terrence Rencher",36,11.3,2.9,0.9,2.8,33,0.3,0.8,31,0.9,1.3,67.4,0.3,1,1.2,1.5,0.4,0.1,1.2,0,1995,"Washington Wizards",0.476,1995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chris Carr",60,9.8,4,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,1,1995,"Phoenix Suns",0.5,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Travis Best",59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,1,1995,"Indiana Pacers",0.634,1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jason Caffey",57,9.6,3.2,1.2,2.8,43.8,0,0,0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1,1995,"Chicago Bulls",0.878,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Elijah Millsap",47,19.7,5.3,1.7,5.1,34,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,0,2010,"Utah Jazz",0.488,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Eric Snow",43,9,2.7,1,2.3,42,0,0.2,20,0.7,1.1,59.2,0.2,0.8,1,1.7,0.7,0,0.9,1,1995,"Milwaukee Bucks",0.305,1995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jerome Allen",41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,0,1995,"Minnesota Timberwolves",0.317,1995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Junior Burrough",61,8.1,3.1,1,2.8,37.6,0,0,0,1,1.5,65.6,0.7,1,1.8,0.2,0.3,0.2,0.7,0,1995,"Boston Celtics",0.402,1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lou Roe",49,7.6,1.8,0.7,1.8,35.6,0,0.2,22.2,0.5,0.7,75,0.6,1,1.6,0.3,0.2,0.2,0.3,0,1995,"Detroit Pistons",0.561,1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Marques Bragg",53,7,2.5,1,2.3,45,0,0,0,0.4,0.8,56.1,0.7,0.8,1.5,0.2,0.3,0.1,0.5,0,1992,"Minnesota Timberwolves",0.317,1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Todd Mundt",33,4.6,1.1,0.5,1.2,39,0,0,0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,0,1993,"Atlanta Hawks",0.561,1995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Grant Hill",70,38.3,19.9,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,6.4,5,1.8,0.9,2.9,1,1994,"Detroit Pistons",0.341,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Glenn Robinson",80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,1,1994,"Milwaukee Bucks",0.415,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Juwan Howard",65,36.1,17,7,14.3,48.9,0,0.1,0,3,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,1,1994,"Washington Wizards",0.256,1994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tarik Black",63,19,6,2.5,4.3,57.5,0,0,0,1,1.9,55.1,2.3,3.6,5.8,0.7,0.3,0.4,0.8,0,2014,"Houston Rockets",0.683,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Jason Kidd",79,33.8,11.7,4.2,10.8,38.5,0.9,3.3,27.2,2.4,3.5,69.8,1.9,3.5,5.4,7.7,1.9,0.3,3.2,1,1994,"Dallas Mavericks",0.439,1994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lamond Murray",81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2,1,1994,"Los Angeles Clippers",0.207,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Eddie Jones",64,31,14,5.3,11.6,46,1.4,3.8,37,1.9,2.6,72.2,1.2,2.7,3.9,2,2,0.6,1.2,1,1994,"Los Angeles Lakers",0.585,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Eric Montross",78,29.7,10,3.9,7.4,53.4,0,0,0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,1,1994,"Boston Celtics",0.427,1994,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Donyell Marshall",72,29,12.6,4.8,12.2,39.4,1,3.4,28.4,2,3.1,66.2,1.9,3.7,5.6,1.5,0.6,1.2,1.6,1,1994,"Minnesota Timberwolves",0.256,1994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Brian Grant",80,28.6,13.2,5.2,10.1,51.1,0,0.1,25,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2,1,1994,"Sacramento Kings",0.476,1994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sharone Wright",79,25.9,11.4,4.6,9.8,46.5,0,0.1,0,2.3,3.6,64.5,2.4,3.6,6,0.6,0.5,1.3,1.9,0,1994,"Philadelphia 76ers",0.293,1994,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Wesley Person",78,23.1,10.4,4,8.2,48.4,1.5,3.4,43.6,1,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1,1,1994,"Phoenix Suns",0.72,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Clifford Rozier",66,22.6,6.8,2.9,5.9,48.5,0,0.1,28.6,1,2.3,44.7,3,4.3,7.4,0.7,0.5,0.6,1.4,0,1994,"Golden State Warriors",0.317,1994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jalen Rose",81,22.2,8.2,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2,2.7,4.8,0.8,0.3,2,1,1994,"Denver Nuggets",0.5,1994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Johnson",32,18.8,5.9,2.2,5.2,41.9,0.6,1.5,37.5,1,1.5,68.1,0.4,2.1,2.5,1.3,1,0.3,0.9,1,2014,"Miami Heat",0.585,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Khalid Reeves",67,21.8,9.2,3.1,6.9,44.3,1,2.6,39.2,2.1,2.9,71.4,0.8,2,2.8,4.3,1.1,0.1,2,1,1994,"Miami Heat",0.39,1994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chris Childs",53,19.3,5.8,2,5.3,38,0.8,2.4,32.8,1,1.4,75.3,0.3,1,1.3,4.1,0.8,0.1,1.4,1,1989,"Brooklyn Nets",0.207,1989,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Aaron McKie",45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2,0.8,0.4,0.9,1,1994,"Portland Trail Blazers",0.537,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ryan Lorthridge",37,18.2,7.4,2.9,6,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,1.9,2.7,0.8,0,1.5,0,1994,"Golden State Warriors",0.439,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Derrick Alston",64,16.1,4.7,1.9,4,46.5,0,0.1,0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,0,1994,"Philadelphia 76ers",0.293,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Anthony Tucker",62,15.8,3.9,1.5,3.4,45.7,0,0,0,0.8,1.3,61.4,0.7,2,2.7,1.1,0.7,0.2,0.9,0,1992,"Washington Wizards",0.256,1994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Greg Minor",63,15,6,2.5,4.8,51.5,0,0.2,16.7,1,1.2,83.3,0.8,1.4,2.2,1,0.5,0.3,0.7,1,1994,"Los Angeles Clippers",0.207,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Eric Piatkowski",81,14.9,7,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1,0.5,0.2,0.8,1,1994,"Indiana Pacers",0.634,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"B.J. Tyler",55,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70,0.2,0.9,1.1,3.2,0.7,0,1.8,0,1994,"Philadelphia 76ers",0.293,1994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Eric Mobley",46,12.8,3.9,1.7,2.9,59.1,0,0,100,0.5,1,48.9,1.2,2.1,3.3,0.5,0.2,0.6,0.5,0,1994,"Milwaukee Bucks",0.415,1994,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Monty Williams",41,12.3,3.3,1.5,3.2,45.1,0,0.2,0,0.4,0.9,44.7,1,1.4,2.4,1.2,0.5,0.1,1,1,1994,"New York Knicks",0.671,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Anthony Miller",46,11.5,4.1,1.5,2.9,53,0,0.1,40,1,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,1,1994,"Golden State Warriors",0.317,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Howard Eisley",49,11.3,2.4,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1,1.9,0.4,0.1,1,1,1994,"Minnesota Timberwolves",0.256,1994,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bill Curley",53,11.2,2.7,1.1,2.5,43.3,0,0,0,0.5,0.7,75,1,1.3,2.3,0.5,0.4,0.4,0.5,1,1994,"San Antonio Spurs",0.756,1994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jamie Watson",60,11.2,3.3,1.3,2.5,50,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1,1.2,1,0.6,0.2,0.8,0,1994,"Utah Jazz",0.732,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
