Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Year_Drafted,Round_Drafted,Team ,Win_Perc,Position ,Year_Debut
Jason Kapono,41,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,1,2003,2,Cleveland Cavaliers,0.427,Small forward,2003
Luke Walton,72,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,1,2003,2,Los Angeles Lakers,0.683,Small forward,2003
Reece Gaines,38,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30,0.4,0.7,64,0.2,0.8,1,1.1,0.3,0.1,0.5,0,2003,1,Orlando Magic,0.256,Shooting guard,2003
Richie Frahm,54,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37,0.4,0.5,88.5,0.2,0.8,1,0.4,0.3,0.1,0.1,0,2000,U,Oklahoma City Thunder,0.451,Shooting guard,2003
Matt Carroll,16,4.4,1.2,0.4,1,43.8,0.1,0.2,33.3,0.3,0.4,66.7,0.1,0.3,0.4,0.1,0.1,0,0.4,1,2003,U,Portland Trail Blazers,0.5,Shooting guard,2003
Caron Butler,78,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,1,2002,1,Miami Heat,0.305,Small forward,2002
Jonathon Simmons,55,14.8,6,2.2,4.4,50.4,0.3,0.9,38.3,1.3,1.7,75,0.3,1.5,1.7,1.1,0.4,0.1,1,0,2012,U,San Antonio Spurs,0.817,Shooting guard,2015
Amar'e Stoudemire,82,31.3,13.5,4.8,10.1,47.2,0,0.1,20,3.9,5.9,66.1,3,5.7,8.8,1,0.8,1.1,2.3,1,2002,1,Phoenix Suns,0.537,Power forward,2002
Dajuan Wagner,47,29.5,13.4,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80,0.4,1.3,1.7,2.8,0.8,0.1,1.8,0,2002,1,Cleveland Cavaliers,0.207,Shooting guard,2002
Drew Gooden,70,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,1,2002,1,Memphis Grizzlies,0.341,Power forward,2002
Jay Williams,75,26.1,9.5,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64,0.4,2.2,2.6,4.7,1.1,0.2,2.3,0,2002,1,Chicago Bulls,0.366,Point guard,2002
Carlos Rogers,49,20.8,8.9,3.7,6.9,52.9,0,0.3,14.3,1.6,3,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,1,1994,1,Golden State Warriors,0.317,Power forward,1994
Junior Harrington,82,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25,0.9,1.4,65.2,0.5,2.5,3,3.4,1,0.2,1.9,0,2002,U,Denver Nuggets,0.207,Point guard,2002
J.R. Bremer,64,23.5,8.3,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2,2.3,2.6,0.6,0.1,0.9,0,2002,U,Boston Celtics,0.537,Point guard,2002
Dorian Finney-Smith,33,22.8,5.2,1.9,4.6,40.5,0.9,2.8,32.3,0.6,0.8,76,0.7,2.2,2.8,1,0.6,0.3,0.7,1,2016,U,Dallas Mavericks,0.402,Small forward,2016
Rashad Vaughn,70,14.3,3.1,1.2,3.8,30.5,0.6,2.1,29.3,0.2,0.2,80,0.2,1.1,1.3,0.6,0.4,0.2,0.4,0,2015,1,Milwaukee Bucks,0.402,Shooting guard,2015
Vincent Yarbrough,59,23.4,6.9,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79,0.6,2.1,2.7,2.2,1,0.6,1.4,0,2002,2,Denver Nuggets,0.207,Small forward,2002
Rasual Butler,72,21,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,1,2002,2,Miami Heat,0.305,Small forward,2002
Reggie Evans,67,20.4,3.2,1,2.1,47.1,0,0,0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,1,2002,U,Oklahoma City Thunder,0.488,Power forward,2002
Smush Parker,66,16.7,6.2,2.1,5.1,40.2,0.6,1.8,32.2,1.5,1.8,83.1,0.4,1.4,1.8,2.5,0.7,0.2,2,1,2002,U,Cleveland Cavaliers,0.207,Point guard,2002
Mike Batiste,75,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,0,1999,U,Memphis Grizzlies,0.341,Center,2002
Mike Dunleavy,82,15.9,5.7,2,5.1,40.3,0.6,1.8,34.7,1,1.2,78,0.8,1.8,2.6,1.3,0.7,0.2,1.1,1,2002,1,Golden State Warriors,0.463,Small forward,2002
Jarell Martin,27,14.1,5.7,2,4.3,46.6,0,0.1,0,1.7,2.3,72.6,1.4,1.7,3.2,0.6,0.3,0.3,0.7,0,2015,1,Memphis Grizzlies,0.512,Power forward,2015
Casey Jacobsen,72,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1,1.5,68.6,0.4,0.8,1.2,1,0.5,0.1,0.8,0,2002,1,Phoenix Suns,0.537,Shooting guard,2002
Juan Dixon,42,15.4,6.4,2.5,6.5,38.4,0.6,2,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1,0.6,0.1,1,1,2002,1,Washington Wizards,0.451,Point guard,2002
Melvin Ely,52,15.4,4.5,1.8,3.6,49.5,0,0,0,1,1.4,70.3,1.2,2.1,3.3,0.3,0.2,0.6,1,1,2002,1,Los Angeles Clippers,0.329,Center,2002
Mike Wilks,46,15,3.2,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1,78.7,0.4,1.1,1.5,2,0.6,0.1,0.6,1,2001,U,Atlanta Hawks,0.427,Point guard,2002
Sean Lampley,35,13.9,4.8,1.6,3.7,43.4,0,0.1,0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,0,2001,2,Chicago Bulls,0.256,Small forward,2001
Chris Jefferies,51,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,0,2002,1,Los Angeles Lakers,0.61,Small forward,2002
Lonny Baxter,55,12.4,4.8,1.7,3.7,46.6,0,0,0,1.3,1.9,68,1.2,1.8,3,0.3,0.2,0.4,0.8,0,2002,2,Chicago Bulls,0.366,Power forward,2002
Juaquin Hawkins,58,11.8,2.3,1,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50,0.3,1.1,1.3,0.8,0.5,0.1,0.5,0,1996,U,Houston Rockets,0.524,Small forward,2002
Richaun Holmes,51,13.8,5.6,2.2,4.4,51.4,0.2,0.9,18.2,1,1.5,68.9,1.2,1.4,2.6,0.6,0.4,0.8,0.6,0,2015,2,Philadelphia 76ers,0.122,Center,2015
Kareem Rush,76,11.5,3,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,1,2002,1,Toronto Raptors,0.293,Shooting guard,2002
Marcus Haislip,39,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25,0.7,1,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,0,2002,1,Milwaukee Bucks,0.512,Power forward,2002
Chris Wilcox,46,10.4,3.7,1.6,3,52.1,0,0,0,0.5,1.1,50,0.7,1.6,2.3,0.5,0.1,0.3,0.6,1,2002,1,Los Angeles Clippers,0.329,Power forward,2002
Dan Dickau,50,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0,1.1,1,2002,1,Sacramento Kings,0.72,Point guard,2002
Tayshaun Prince,42,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1,1.1,0.6,0.2,0.3,0.5,1,2002,1,Detroit Pistons,0.61,Small forward,2002
Ryan Humphrey,48,9.3,1.9,0.7,2.5,29.2,0,0,0,0.5,0.8,59,0.7,1.4,2.1,0.2,0.2,0.4,0.5,0,2002,1,Utah Jazz,0.573,Power forward,2002
John Salmons,64,7.9,2.1,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,0.9,0.7,0.3,0.1,0.5,1,2002,1,San Antonio Spurs,0.732,Small forward,2002
Tamar Slay,36,7.6,2.6,1.1,2.9,37.9,0.2,0.7,28,0.2,0.3,70,0.2,0.6,0.9,0.4,0.4,0.1,0.6,0,2002,2,Brooklyn Nets,0.598,Shooting guard,2002
Qyntel Woods,53,6.3,2.4,1.1,2.2,50,0.1,0.2,33.3,0.1,0.4,35,0.3,0.7,1,0.2,0.3,0,0.4,0,2002,1,Portland Trail Blazers,0.61,Small forward,2002
Cameron Payne,57,12.2,5,2,4.9,41,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.6,0.1,0.8,0,2015,1,Oklahoma City Thunder,0.671,Point guard,2015
Adam Harrington,19,5.8,1.6,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75,0.1,0.4,0.4,0.6,0.1,0.1,0.1,0,2002,U ,Dallas Mavericks,0.732,Shooting guard,2002
Shane Battier,78,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70,2.3,3.1,5.4,2.8,1.6,1,2,1,2001,1,Vancouver Grizzlies,0.28,Small forward,2001
Jason Richardson,80,32.9,14.4,5.8,13.6,42.6,1,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3,1.3,0.4,2,1,2001,1,Golden State Warriors,0.256,Shooting guard,2001
Jamaal Tinsley,80,30.5,9.4,3.6,9.5,38,0.5,2.2,24,1.6,2.3,70.4,1,2.8,3.7,8.1,1.7,0.5,3.4,1,2001,1,Vancouver Grizzlies,0.28,Point guard,2001
Sonny Parker,77,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2,1,1976,1,Golden State Warriors,0.561,Small forward,1976
Trenton Hassell,78,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,1,2001,2,Chicago Bulls,0.256,Small forward,2001
Justin Anderson,55,11.8,3.8,1.3,3.2,40.6,0.4,1.5,26.5,0.8,1,80,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0,2015,1,Dallas Mavericks,0.512,Small forward,2015
Eddie Griffin,73,26,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,1,2001,1,Houston Rockets,0.341,Power forward,2001
Joe Johnson,77,24.9,7.5,3.3,7.6,43,0.5,1.7,29.2,0.5,0.7,77.4,1,2.4,3.3,2.3,0.8,0.3,0.9,1,2001,1,Boston Celtics,0.598,Shooting guard,2001
Gilbert Arenas,47,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,1,2001,2,Golden State Warriors,0.256,Point guard,2001
Richard Jefferson,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,1,2001,1,Brooklyn Nets,0.634,Small forward,2001
Speedy Claxton,67,22.8,7.2,2.7,6.7,40,0.1,0.5,12.1,1.7,2,83.8,0.7,1.7,2.4,3,1.4,0.1,1.4,1,2000,1,Philadelphia 76ers,0.683,Point guard,2000
Jarron Collins,70,20.6,6.4,2.3,4.9,46.1,0,0,0,1.9,2.6,74,2,2.3,4.2,0.8,0.4,0.3,0.8,1,2001,2,Utah Jazz,0.537,Center,2001
Brendan Haywood,62,20.4,5.1,1.8,3.6,49.3,0,0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,1,2001,1,Cleveland Cavaliers,0.354,Center,2001
Tyson Chandler,71,19.6,6.1,2.1,4.3,49.7,0,0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,1,2001,1,Los Angeles Clippers,0.476,Center,2001
Jason Collins,77,18.3,4.5,1.5,3.6,42.1,0,0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,1,2001,1,Houston Rockets,0.341,Center,2001
Troy Murphy,82,17.7,5.9,2.2,5.2,42.1,0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1,1,2001,1,Golden State Warriors,0.256,Power forward,2001
Terence Morris,68,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2,3.1,0.9,0.3,0.4,0.7,0,2001,2,Atlanta Hawks,0.402,Power forward,2001
Eddy Curry,72,16,6.7,2.6,5.2,50.1,0,0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1,1,2001,1,Chicago Bulls,0.256,Center,2001
Kenny Satterfield,36,15.6,5.3,2,5.5,36.7,0.2,0.8,25.9,1,1.3,78.3,0.5,1,1.4,3,0.9,0,1.5,0,2001,2,Dallas Mavericks,0.695,Point guard,2001
Earl Watson,64,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2,0.9,0.1,0.8,1,2001,2,Oklahoma City Thunder,0.549,Point guard,2001
Kwame Brown,57,14.3,4.5,1.6,4.3,38.7,0,0,0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1,2001,1,Washington Wizards,0.451,Center,2001
Will Solomon,62,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1,0,2001,2,Vancouver Grizzlies,0.28,Point guard,2001
Lamar Patterson,35,11.3,2.4,0.8,2.3,35,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,1.4,1.1,0.3,0.1,0.7,0,2014,2,Milwaukee Bucks,0.5,Small forward,2014
Etan Thomas,47,13.1,4.3,1.7,3.2,53.6,0,0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1,2000,1,Dallas Mavericks,0.646,Center,2000
Tierre Brown,40,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75,0.3,0.8,1.1,1.8,0.5,0.1,1,0,2001,U,Houston Rockets,0.341,Point guard,2001
Steven Hunter,53,9.7,3.6,1.3,2.8,45.6,0,0,0,1,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,1,2001,1,Orlando Magic,0.537,Center,2001
Loren Woods,60,8.6,1.8,0.6,1.6,34.4,0,0,0,0.7,1,73.3,0.8,1.3,2,0.4,0.3,0.6,0.6,1,2001,2,Minnesota Timberwolves,0.61,Center,2001
Alton Ford,53,8.5,3.1,1.2,2.2,51.7,0,0,0,0.8,1.1,73.7,0.6,1.4,2,0.1,0.1,0.1,0.6,0,2001,2,Phoenix Suns,0.439,Center,2001
Gerald Wallace,54,8,3.2,1.4,3.2,42.9,0,0.1,0,0.4,0.9,50,0.9,0.7,1.6,0.5,0.3,0.1,0.4,1,2001,1,Sacramento Kings,0.744,Small forward,2001
Joe Crispin,21,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.2,0,0.5,0,2001,U,Los Angeles Lakers,0.707,Point guard,2001
Zach Randolph,41,5.8,2.8,1.2,2.6,44.9,0,0,0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,1,2001,1,Portland Trail Blazers,0.598,Power forward,2001
Brandon Armstrong,35,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50,0.3,0.2,0.5,0.2,0.2,0,0.2,0,2001,1,Houston Rockets,0.341,Shooting guard,2001
Willie Reed,39,10.9,4.7,1.9,3.4,57.1,0,0,0,0.8,1.4,54.5,1.3,1.9,3.1,0.3,0.1,0.8,0.4,0,2011,U,Brooklyn Nets,0.256,Center,2015
Kenyon Martin,68,33.4,12,5.1,11.4,44.5,0,0.2,9.1,1.8,2.8,63,2,5.4,7.4,1.9,1.1,1.7,2,1,2000,1,Brooklyn Nets,0.317,Power forward,2000
Marc Jackson,48,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4,80.2,2.5,5,7.5,1.2,0.7,0.6,1.9,1,1997,2,Golden State Warriors,0.232,Center,1997
Mike Miller,82,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4,1.7,0.6,0.2,1.2,1,2000,1,Orlando Magic,0.524,Small forward,2000
Darius Miles,81,26.3,9.4,3.9,7.8,50.5,0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,5.9,1.2,0.6,1.5,1.8,1,2000,1,Los Angeles Clippers,0.378,Small forward,2000
Morris Peterson,80,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1,1,2000,1,Toronto Raptors,0.573,Shooting guard,2000
Chris Porter,51,22.5,8.6,3.4,8.7,38.9,0,0.1,0,1.8,2.8,66.7,1.7,2,3.7,1.2,0.9,0.1,1.2,0,2000,2,Golden State Warriors,0.207,Small forward,2000
Marcus Fizer,72,21.9,9.5,3.9,9,43,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,1,2000,1,Chicago Bulls,0.183,Power forward,2000
Stephen Jackson,77,21.6,8.2,3.2,7.4,42.5,0.7,2,33.5,1.3,1.8,71.9,0.5,2.2,2.7,1.8,1.1,0.2,1.7,1,1997,2,Phoenix Suns,0.683,Small forward,1997
Courtney Alexander,65,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37,1.9,2.3,82,0.6,1.6,2.2,1,0.7,0.1,1.1,0,2000,1,Orlando Magic,0.524,Point guard,2000
Chris Mihm,59,19.8,7.6,2.9,6.6,44.2,0,0,0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,1,2000,1,Chicago Bulls,0.183,Center,2000
Kelly Oubre,63,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.3,0.1,0.5,0,2015,1,Atlanta Hawks,0.585,Small forward,2015
Desmond Mason,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,1,2000,1,Oklahoma City Thunder,0.537,Small forward,2000
Khalid El-Amin,50,18.7,6.3,2.3,6.2,37,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,1.6,2.9,1,0,1.1,0,2000,2,Chicago Bulls,0.183,Point guard,2000
Quentin Richardson,76,17.9,8.1,3.1,6.9,44.2,0.7,2,33.1,1.3,2.1,62.7,1.4,2,3.4,0.8,0.6,0.1,0.8,1,2000,1,Los Angeles Clippers,0.378,Shooting guard,2000
Mark Blount,64,17.2,3.9,1.6,3.1,50.5,0,0,0,0.7,1,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1,1,1997,2,Oklahoma City Thunder,0.744,Center,1997
Jamal Crawford,61,17.2,4.6,1.8,5,35.2,0.7,1.9,35,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1,2000,1,Cleveland Cavaliers,0.366,Shooting guard,2000
DerMarr Johnson,78,16.8,5.1,1.9,5,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,1,2000,1,Atlanta Hawks,0.305,Shooting guard,2000
Stromile Swift,80,16.4,4.9,1.9,4.2,45.1,0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1,0.8,1,2000,1,Vancouver Grizzlies,0.28,Power forward,2000
Keyon Dooling,76,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1,2000,1,Orlando Magic,0.524,Point guard,2000
Mateen Cleaves,78,16.3,5.4,2.1,5.1,40,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0,1.8,1,2000,1,Detroit Pistons,0.39,Point guard,2000
Mike Penberthy,53,16.1,5,1.7,4.2,41.4,1,2.6,39.6,0.5,0.6,90.3,0.2,1,1.2,1.3,0.4,0,0.6,0,1997,U,Los Angeles Lakers,0.683,Point guard,2000
Lee Nailon,42,11.2,3.9,1.6,3.2,48.5,0,0,0,0.8,1,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1,1999,2,Charlotte Hornets,0.598,Power forward,1999
Eddie House,50,11,5,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1,0.3,0,0.7,1,2000,2,Miami Heat,0.61,Point guard,2000
Paul McPherson,55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,0,2000,U ,Phoenix Suns,0.623,Point guard,2000
Daniel Santiago,54,10.8,3.1,1.2,2.5,47.8,0,0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,0,1998,U,Phoenix Suns,0.623,Center,2000
Isaiah Whitehead,25,22.6,6.7,2.6,6.4,41.3,0.5,1.8,28.3,0.9,1.2,76.7,0.2,2,2.2,3,0.7,0.5,2.2,0,2016,2,Utah Jazz,0.622,Shooting guard,2016
Darrun Hilliard,38,10.1,4,1.4,3.4,39.7,0.5,1.3,38,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.2,0,0.5,0,2015,2,Detroit Pistons,0.537,Shooting guard,2015
Mark Madsen,70,9.2,2,0.8,1.6,48.7,0,0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1,2000,1,Los Angeles Lakers,0.683,Center,2000
DeShawn Stevenson,40,7.3,2.2,0.8,2.3,34.1,0,0.3,8.3,0.7,1,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1,2000,1,Utah Jazz,0.646,Shooting guard,2000
Elton Brand,81,37,20.1,7.8,16.1,48.2,0,0,0,4.5,6.6,68.5,4.3,5.7,10,1.9,0.8,1.6,2.8,1,1999,1,Chicago Bulls,0.207,Power forward,1999
Lamar Odom,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36,4,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,1,1999,1,Los Angeles Clippers,0.183,Power forward,1999
Steve Francis,77,36.1,18,6.5,14.5,44.5,1.4,4,34.5,3.7,4.7,78.6,2,3.3,5.3,6.6,1.5,0.4,4,1,1999,1,Vancouver Grizzlies,0.268,Point guard,1999
Metta World Peace,72,31.1,12,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.6,0.5,2.3,1,1999,1,Chicago Bulls,0.207,Small forward,1999
Walt Szczerbiak,73,29.7,11.6,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,1.2,2.5,3.7,2.8,0.8,0.3,1.1,0,1971,4,Phoenix Suns,0.598,Small forward,1971
Adrian Griffin,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,1,1996,U,Boston Celtics,0.427,Small forward,1999
Andre Miller,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1,2.4,3.4,5.8,1,0.2,2,1,1999,1,Cleveland Cavaliers,0.39,Point guard,1999
James Posey,81,25.3,8.2,2.8,6.6,42.9,1,2.7,37.3,1.5,1.9,80,1,2.9,3.9,1.8,1.2,0.4,1.2,1,1999,1,Denver Nuggets,0.427,Small forward,1999
Kenny Thomas,72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,1,1999,1,Houston Rockets,0.415,Power forward,1999
Shawn Marion,51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1,1,1,1999,1,Phoenix Suns,0.646,Small forward,1999
Vonteego Cummings,75,23.9,9.4,3.5,8.7,40.5,0.7,2,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,0,1999,1,Indiana Pacers,0.683,Point guard,1999
Anthony Carter,79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,1,1998,U ,Miami Heat,0.634,Point guard,1999
Jason Terry,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2,4.3,1.1,0.1,1.9,1,1999,1,Atlanta Hawks,0.341,Shooting guard,1999
Chucky Atkins,82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,1,1996,U,Orlando Magic,0.549,Point guard,1999
Richard Hamilton,71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1,1991,1,Washington Wizards,0.354,Shooting guard,1999
Greg Buckner,48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,1,1998,2,Dallas Mavericks,0.38,Shooting guard,1998
Langston Galloway,45,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.2,0.3,1.4,0,2014,U ,New York Knicks,0.39,Point guard,2015
Baron Davis,82,18.6,5.9,2.2,5.3,42,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2,3.8,1.2,0.2,1.7,1,1999,1,Charlotte Hornets,0.598,Point guard,1999
Corey Maggette,77,17.8,8.4,2.9,6.1,47.8,0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,1,1999,1,Oklahoma City Thunder,0.549,Small forward,1999
Eddie Robinson,67,16.6,7,3.2,5.8,54.9,0,0.1,0,0.7,1,73.4,0.8,1.9,2.7,0.5,0.7,0.4,0.6,1,1999,U,Charlotte Hornets,0.598,Shooting guard,1999
Michael Ruffin,71,13.7,2.2,0.8,1.9,42,0,0,0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,1,1999,2,Chicago Bulls,0.207,Power forward,1999
Chris Herren,45,13.3,3.1,1,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0,0.9,0,1999,2,Denver Nuggets,0.427,Point guard,1999
Quincy Lewis,74,12.1,3.8,1.5,4,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,0,1999,1,Utah Jazz,0.671,Small forward,1999
Ryan Bowen,52,11.3,2.5,0.9,2.3,39.3,0,0.2,11.1,0.7,1,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1,1998,2,Denver Nuggets,0.28,Power forward,1998
